,studentID,Gender,School,Term,Subject,RitScore,Grade,Teacher,istepScore
173,14.0,0.0,School C,Winter 2017-2018,Reading,183.0,3,Rhodes,458.0
174,14.0,0.0,School C,Winter 2018-2019,Mathematics,210.0,4,Walker,526.0
175,14.0,0.0,School C,Winter 2018-2019,Reading,203.66915746822116,4,Walker,502.0
176,14.0,0.0,School C,Spring 2017-2018,Mathematics,209.99231739280728,3,Rhodes,499.0
177,14.0,0.0,School C,Spring 2017-2018,Reading,204.0,3,Rhodes,458.0
178,14.0,0.0,School C,Spring 2018-2019,Mathematics,197.0,4,Walker,526.0
179,14.0,0.0,School C,Spring 2018-2019,Reading,206.3287705775621,4,Walker,502.0
180,15.0,1.0,School A,Fall 2017-2018,Mathematics,191.0,3,Jones,482.0
181,15.0,1.0,School A,Fall 2017-2018,Reading,201.0,3,Jones,444.0
182,15.0,1.0,School A,Fall 2018-2019,Mathematics,216.0,4,Taylor,503.0
183,15.0,1.0,School A,Fall 2018-2019,Reading,204.0,4,Taylor,483.0
184,15.0,1.0,School A,Winter 2017-2018,Mathematics,197.5549823024739,3,Jones,482.0
185,15.0,1.0,School A,Winter 2017-2018,Reading,215.0,3,Jones,444.0
186,15.0,1.0,School A,Winter 2018-2019,Mathematics,210.0,4,Taylor,503.0
187,15.0,1.0,School A,Winter 2018-2019,Reading,209.47911915222602,4,Taylor,483.0
188,15.0,1.0,School A,Spring 2017-2018,Mathematics,203.7001731291102,3,Jones,482.0
189,15.0,1.0,School A,Spring 2017-2018,Reading,179.0,3,Jones,444.0
190,15.0,1.0,School A,Spring 2018-2019,Mathematics,214.0,4,Taylor,503.0
191,15.0,1.0,School A,Spring 2018-2019,Reading,212.70272614744079,4,Taylor,483.0
192,16.0,1.0,School B,Fall 2017-2018,Mathematics,200.0,3,Roberts,450.0
193,16.0,1.0,School B,Fall 2017-2018,Reading,158.0,3,Roberts,479.0
194,16.0,1.0,School B,Fall 2018-2019,Mathematics,212.0,4,Davis,477.0
195,16.0,1.0,School B,Fall 2018-2019,Reading,209.0,4,Davis,490.0
196,16.0,1.0,School B,Winter 2017-2018,Mathematics,206.80735868442974,3,Roberts,450.0
197,16.0,1.0,School B,Winter 2017-2018,Reading,176.0,3,Roberts,479.0
198,16.0,1.0,School B,Winter 2018-2019,Mathematics,216.0,4,Davis,477.0
199,16.0,1.0,School B,Winter 2018-2019,Reading,216.0207846703368,4,Davis,490.0
200,16.0,1.0,School B,Spring 2017-2018,Mathematics,213.29261646665518,3,Roberts,450.0
201,16.0,1.0,School B,Spring 2017-2018,Reading,181.0,3,Roberts,479.0
202,16.0,1.0,School B,Spring 2018-2019,Mathematics,211.0,4,Davis,477.0
203,16.0,1.0,School B,Spring 2018-2019,Reading,216.76805651545024,4,Davis,490.0
204,17.0,1.0,School C,Fall 2017-2018,Mathematics,179.0,3,Rhodes,497.0
205,17.0,1.0,School C,Fall 2017-2018,Reading,198.0,3,Rhodes,441.0
206,17.0,1.0,School C,Fall 2018-2019,Mathematics,195.0,4,Moore,470.0
207,17.0,1.0,School C,Fall 2018-2019,Reading,177.0,4,Moore,470.0
208,17.0,1.0,School C,Winter 2017-2018,Mathematics,187.82261956389652,3,Rhodes,497.0
209,17.0,1.0,School C,Winter 2017-2018,Reading,203.0,3,Rhodes,441.0
210,17.0,1.0,School C,Winter 2018-2019,Mathematics,167.0,4,Moore,470.0
211,17.0,1.0,School C,Winter 2018-2019,Reading,182.26553983732353,4,Moore,470.0
212,17.0,1.0,School C,Spring 2017-2018,Mathematics,191.27899587793277,3,Rhodes,497.0
213,17.0,1.0,School C,Spring 2017-2018,Reading,224.0,3,Rhodes,441.0
214,17.0,1.0,School C,Spring 2018-2019,Mathematics,215.0,4,Moore,470.0
215,17.0,1.0,School C,Spring 2018-2019,Reading,184.46687819106657,4,Moore,470.0
216,18.0,0.0,School A,Fall 2017-2018,Mathematics,183.0,3,Smith,434.0
217,18.0,0.0,School A,Fall 2017-2018,Reading,196.0,3,Smith,478.0
218,18.0,0.0,School A,Fall 2018-2019,Mathematics,199.0,4,Brown,507.0
219,18.0,0.0,School A,Fall 2018-2019,Reading,214.0,4,Brown,488.0
220,18.0,0.0,School A,Winter 2017-2018,Mathematics,191.7110475440238,3,Smith,434.0
221,18.0,0.0,School A,Winter 2017-2018,Reading,197.0,3,Smith,478.0
222,18.0,0.0,School A,Winter 2018-2019,Mathematics,218.0,4,Brown,507.0
223,18.0,0.0,School A,Winter 2018-2019,Reading,218.29952405664432,4,Brown,488.0
224,18.0,0.0,School A,Spring 2017-2018,Mathematics,196.37506454416405,3,Smith,434.0
225,18.0,0.0,School A,Spring 2017-2018,Reading,194.0,3,Smith,478.0
226,18.0,0.0,School A,Spring 2018-2019,Mathematics,219.0,4,Brown,507.0
227,18.0,0.0,School A,Spring 2018-2019,Reading,222.06500927186462,4,Brown,488.0
228,19.0,0.0,School B,Fall 2017-2018,Mathematics,169.0,3,Roberts,424.0
229,19.0,0.0,School B,Fall 2017-2018,Reading,199.0,3,Roberts,460.0
230,19.0,0.0,School B,Fall 2018-2019,Mathematics,197.0,4,Davis,510.0
231,19.0,0.0,School B,Fall 2018-2019,Reading,205.0,4,Davis,486.0
232,19.0,0.0,School B,Winter 2017-2018,Mathematics,177.16934129207314,3,Roberts,424.0
233,19.0,0.0,School B,Winter 2017-2018,Reading,198.0,3,Roberts,460.0
234,19.0,0.0,School B,Winter 2018-2019,Mathematics,200.0,4,Davis,510.0
235,19.0,0.0,School B,Winter 2018-2019,Reading,210.16593060874814,4,Davis,486.0
236,19.0,0.0,School B,Spring 2017-2018,Mathematics,183.19206724752863,3,Roberts,424.0
237,19.0,0.0,School B,Spring 2017-2018,Reading,183.0,3,Roberts,460.0
238,19.0,0.0,School B,Spring 2018-2019,Mathematics,220.0,4,Davis,510.0
239,19.0,0.0,School B,Spring 2018-2019,Reading,211.82831435258018,4,Davis,486.0
240,20.0,1.0,School C,Fall 2017-2018,Mathematics,174.0,3,Rhodes,497.0
241,20.0,1.0,School C,Fall 2017-2018,Reading,160.0,3,Rhodes,475.0
242,20.0,1.0,School C,Fall 2018-2019,Mathematics,210.0,4,Moore,515.0
243,20.0,1.0,School C,Fall 2018-2019,Reading,205.0,4,Moore,498.0
244,20.0,1.0,School C,Winter 2017-2018,Mathematics,181.65011688486743,3,Rhodes,497.0
245,20.0,1.0,School C,Winter 2017-2018,Reading,178.0,3,Rhodes,475.0
246,20.0,1.0,School C,Winter 2018-2019,Mathematics,182.0,4,Moore,515.0
247,20.0,1.0,School C,Winter 2018-2019,Reading,209.98745692061112,4,Moore,498.0
248,20.0,1.0,School C,Spring 2017-2018,Mathematics,186.65099529537255,3,Rhodes,497.0
249,20.0,1.0,School C,Spring 2017-2018,Reading,205.0,3,Rhodes,475.0
250,20.0,1.0,School C,Spring 2018-2019,Mathematics,201.0,4,Moore,515.0
251,20.0,1.0,School C,Spring 2018-2019,Reading,211.549028007935,4,Moore,498.0
252,21.0,0.0,School A,Fall 2017-2018,Mathematics,173.0,3,Jones,463.0
253,21.0,0.0,School A,Fall 2017-2018,Reading,191.0,3,Jones,480.0
254,21.0,0.0,School A,Fall 2018-2019,Mathematics,197.0,4,Brown,483.0
255,21.0,0.0,School A,Fall 2018-2019,Reading,213.0,4,Brown,504.0
256,21.0,0.0,School A,Winter 2017-2018,Mathematics,180.2386237060271,3,Jones,463.0
257,21.0,0.0,School A,Winter 2017-2018,Reading,168.0,3,Jones,480.0
258,21.0,0.0,School A,Winter 2018-2019,Mathematics,211.0,4,Brown,483.0
259,21.0,0.0,School A,Winter 2018-2019,Reading,218.2180763215202,4,Brown,504.0
260,21.0,0.0,School A,Spring 2017-2018,Mathematics,185.70911807582667,3,Jones,463.0
261,21.0,0.0,School A,Spring 2017-2018,Reading,204.0,3,Jones,480.0
262,21.0,0.0,School A,Spring 2018-2019,Mathematics,209.0,4,Brown,483.0
263,21.0,0.0,School A,Spring 2018-2019,Reading,221.73861549878015,4,Brown,504.0
264,22.0,1.0,School B,Fall 2017-2018,Mathematics,190.0,3,Williams,508.0
265,22.0,1.0,School B,Fall 2017-2018,Reading,154.0,3,Williams,483.0
266,22.0,1.0,School B,Fall 2018-2019,Mathematics,207.0,4,Davis,505.0
267,22.0,1.0,School B,Fall 2018-2019,Reading,194.0,4,Davis,497.0
268,22.0,1.0,School B,Winter 2017-2018,Mathematics,197.6750203544296,3,Williams,508.0
269,22.0,1.0,School B,Winter 2017-2018,Reading,197.0,3,Williams,483.0
270,22.0,1.0,School B,Winter 2018-2019,Mathematics,215.0,4,Davis,505.0
271,22.0,1.0,School B,Winter 2018-2019,Reading,197.59294254092657,4,Davis,497.0
272,22.0,1.0,School B,Spring 2017-2018,Mathematics,203.8869847068579,3,Williams,508.0
273,22.0,1.0,School B,Spring 2017-2018,Reading,198.0,3,Williams,483.0
274,22.0,1.0,School B,Spring 2018-2019,Mathematics,218.0,4,Davis,505.0
275,22.0,1.0,School B,Spring 2018-2019,Reading,202.77128771670388,4,Davis,497.0
276,23.0,0.0,School C,Fall 2017-2018,Mathematics,201.0,3,Davis,453.0
277,23.0,0.0,School C,Fall 2017-2018,Reading,218.0,3,Davis,479.0
278,23.0,0.0,School C,Fall 2018-2019,Mathematics,214.0,4,Walker,477.0
279,23.0,0.0,School C,Fall 2018-2019,Reading,179.0,4,Walker,490.0
280,23.0,0.0,School C,Winter 2017-2018,Mathematics,207.40686823081737,3,Davis,453.0
281,23.0,0.0,School C,Winter 2017-2018,Reading,198.0,3,Davis,479.0
282,23.0,0.0,School C,Winter 2018-2019,Mathematics,213.0,4,Walker,477.0
283,23.0,0.0,School C,Winter 2018-2019,Reading,183.9221271122115,4,Walker,490.0
284,23.0,0.0,School C,Spring 2017-2018,Mathematics,212.3750205499635,3,Davis,453.0
285,23.0,0.0,School C,Spring 2017-2018,Reading,183.0,3,Davis,479.0
286,23.0,0.0,School C,Spring 2018-2019,Mathematics,208.0,4,Walker,477.0
287,23.0,0.0,School C,Spring 2018-2019,Reading,187.15468174728392,4,Walker,490.0
288,24.0,1.0,School A,Fall 2017-2018,Mathematics,182.0,3,Miller,456.0
289,24.0,1.0,School A,Fall 2017-2018,Reading,175.0,3,Miller,452.0
290,24.0,1.0,School A,Fall 2018-2019,Mathematics,219.0,4,Taylor,513.0
291,24.0,1.0,School A,Fall 2018-2019,Reading,201.0,4,Taylor,505.0
292,24.0,1.0,School A,Winter 2017-2018,Mathematics,190.41275154511663,3,Miller,456.0
293,24.0,1.0,School A,Winter 2017-2018,Reading,191.0,3,Miller,452.0
294,24.0,1.0,School A,Winter 2018-2019,Mathematics,206.0,4,Taylor,513.0
295,24.0,1.0,School A,Winter 2018-2019,Reading,206.1421153110618,4,Taylor,505.0
296,24.0,1.0,School A,Spring 2017-2018,Mathematics,194.47312698451205,3,Miller,456.0
297,24.0,1.0,School A,Spring 2017-2018,Reading,194.0,3,Miller,452.0
298,24.0,1.0,School A,Spring 2018-2019,Mathematics,185.0,4,Taylor,513.0
299,24.0,1.0,School A,Spring 2018-2019,Reading,209.85789463372993,4,Taylor,505.0
300,25.0,1.0,School B,Fall 2017-2018,Mathematics,188.0,3,Williams,485.0
301,25.0,1.0,School B,Fall 2017-2018,Reading,173.0,3,Williams,441.0
302,25.0,1.0,School B,Fall 2018-2019,Mathematics,206.0,4,White,476.0
303,25.0,1.0,School B,Fall 2018-2019,Reading,178.0,4,White,476.0
304,25.0,1.0,School B,Winter 2017-2018,Mathematics,196.94060303037753,3,Williams,485.0
305,25.0,1.0,School B,Winter 2017-2018,Reading,178.0,3,Williams,441.0
306,25.0,1.0,School B,Winter 2018-2019,Mathematics,212.0,4,White,476.0
307,25.0,1.0,School B,Winter 2018-2019,Reading,182.98143776801848,4,White,476.0
308,25.0,1.0,School B,Spring 2017-2018,Mathematics,200.4244079483007,3,Williams,485.0
309,25.0,1.0,School B,Spring 2017-2018,Reading,198.0,3,Williams,441.0
310,25.0,1.0,School B,Spring 2018-2019,Mathematics,211.0,4,White,476.0
311,25.0,1.0,School B,Spring 2018-2019,Reading,187.32458997309686,4,White,476.0
312,26.0,0.0,School C,Fall 2017-2018,Mathematics,209.0,3,Johnson,495.0
313,26.0,0.0,School C,Fall 2017-2018,Reading,205.0,3,Johnson,442.0
314,26.0,0.0,School C,Fall 2018-2019,Mathematics,183.0,4,Moore,459.0
315,26.0,0.0,School C,Fall 2018-2019,Reading,175.0,4,Moore,469.0
316,26.0,0.0,School C,Winter 2017-2018,Mathematics,217.70769023615202,3,Johnson,495.0
317,26.0,0.0,School C,Winter 2017-2018,Reading,196.0,3,Johnson,442.0
318,26.0,0.0,School C,Winter 2018-2019,Mathematics,198.0,4,Moore,459.0
